patron,drink,executionTime,queueLevel,arrivalTime,serviceStartTime,completionTime,waitingTime,turnaroundTime,responseTime
1,Tequila shot,20,0,1779016360170,1779016360170,1779016360192,0,22,0
0,Vodka shot,20,0,1779016360187,1779016360199,1779016360225,12,38,12
0,Mojito,75,0,1779016360229,1779016360232,1779016360312,3,83,3
1,Cider,25,0,1779016360196,1779016360320,1779016360349,124,153,124
2,Cosmopolitan,65,0,1779016360269,1779016360356,1779016360427,87,158,87
0,Red Wine,25,0,1779016360428,1779016360434,1779016360462,6,34,6
1,Red Wine,25,0,1779016360454,1779016360470,1779016360496,16,42,16
2,Vodka shot,20,0,1779016360482,1779016360504,1779016360524,22,42,22
2,Tequila shot,20,0,1779016360529,1779016360531,1779016360552,2,23,2
2,Draft Beer,50,0,1779016360556,1779016360559,1779016360610,3,54,3
0,Beer,25,0,1779016360615,1779016360616,1779016360647,1,32,1
3,Red Wine,25,0,1779016360706,1779016360706,1779016360736,0,30,0
2,Gin and Tonic,40,0,1779016360714,1779016360743,1779016360788,29,74,29
0,Vodka shot,20,0,1779016360752,1779016360794,1779016360815,42,63,42
0,Gin and Tonic,40,0,1779016360819,1779016360822,1779016360867,3,48,3
3,Mojito,75,0,1779016360892,1779016360892,1779016360970,0,78,0
4,Vodka shot,20,0,1779016361077,1779016361078,1779016361103,1,26,1
3,Red Wine,25,0,1779016361085,1779016361110,1779016361140,25,55,25
4,Vodka shot,20,0,1779016361107,1779016361147,1779016361172,40,65,40
4,Mojito,75,0,1779016361176,1779016361178,1779016361259,2,83,2
3,Bloody Mary,70,0,1779016361296,1779016361296,1779016361371,0,75,0
4,White Wine,25,0,1779016361372,1779016361378,1779016361407,6,35,6
5,Pina Colada,100,0,1779016361472,1779016361473,1779016361575,1,103,1
3,Pina Colada,100,0,1779016361527,1779016361583,1779016361688,56,161,56
4,Beer,25,0,1779016361562,1779016361695,1779016361722,133,160,133
5,Margarita,75,0,1779016361698,1779016361729,1779016361809,31,111,31
6,B52,200,0,1779016361662,1779016361817,1779016362020,155,358,155
5,Martini,60,0,1779016361895,1779016362027,1779016362090,132,195,132
6,White Wine,25,0,1779016362033,1779016362096,1779016362122,63,89,63
7,Martini,60,0,1779016361729,1779016362130,1779016362194,401,465,401
5,Mojito,75,0,1779016362204,1779016362204,1779016362282,0,78,0
6,Cider,25,0,1779016362278,1779016362289,1779016362315,11,37,11
7,Beer,25,0,1779016362310,1779016362323,1779016362351,13,41,13
7,Mojito,75,0,1779016362457,1779016362457,1779016362532,0,75,0
8,Gin and Tonic,40,0,1779016362530,1779016362540,1779016362585,10,55,10
9,Cosmopolitan,65,0,1779016362541,1779016362593,1779016362663,52,122,52
8,Cider,25,0,1779016362700,1779016362700,1779016362730,0,30,0
9,Draft Beer,50,0,1779016362716,1779016362736,1779016362789,20,73,20
8,Draft Beer,50,0,1779016362835,1779016362835,1779016362889,0,54,0
8,B52,200,0,1779016362994,1779016362994,1779016363197,0,203,0
8,Beer,25,0,1779016363208,1779016363208,1779016363234,0,26,0
8,Red Wine,25,0,1779016363339,1779016363339,1779016363369,0,30,0
0,Beer,25,0,1779016381302,1779016381305,1779016381335,3,33,3
0,Draft Beer,50,0,1779016381441,1779016381441,1779016381495,0,54,0
0,Cider,25,0,1779016381598,1779016381598,1779016381628,0,30,0
1,Pina Colada,100,0,1779016381802,1779016381802,1779016381907,0,105,0
1,Mojito,75,0,1779016382031,1779016382032,1779016382110,1,79,1
1,Tequila shot,20,0,1779016382224,1779016382224,1779016382249,0,25,0
1,Vodka shot,20,0,1779016382253,1779016382257,1779016382280,4,27,4
2,Vodka shot,20,0,1779016382791,1779016382791,1779016382814,0,23,0
2,Mojito,75,0,1779016382818,1779016382821,1779016382900,3,82,3
3,Draft Beer,50,0,1779016382845,1779016382908,1779016382960,63,115,63
4,Beer,25,0,1779016383041,1779016383041,1779016383069,0,28,0
3,Martini,60,0,1779016383065,1779016383076,1779016383137,11,72,11
4,Beer,25,0,1779016383174,1779016383174,1779016383200,0,26,0
5,White Wine,25,0,1779016383193,1779016383207,1779016383237,14,44,14
3,Beer,25,0,1779016383249,1779016383249,1779016383279,0,30,0
4,Mojito,75,0,1779016383306,1779016383306,1779016383385,0,79,0
3,Gin and Tonic,40,0,1779016383382,1779016383392,1779016383436,10,54,10
5,Draft Beer,50,0,1779016383392,1779016383444,1779016383499,52,107,52
4,White Wine,25,0,1779016383499,1779016383505,1779016383530,6,31,6
6,Red Wine,25,0,1779016383326,1779016383538,1779016383567,212,241,212
3,B52,200,0,1779016383548,1779016383573,1779016383778,25,230,25
4,Pina Colada,100,0,1779016383686,1779016383786,1779016383888,100,202,100
5,Draft Beer,50,0,1779016383602,1779016383896,1779016383949,294,347,294
6,Red Wine,25,0,1779016383723,1779016383957,1779016383985,234,262,234
7,Cider,25,0,1779016383408,1779016383993,1779016384021,585,613,585
4,Cider,25,0,1779016384014,1779016384029,1779016384054,15,40,15
5,Cider,25,0,1779016384055,1779016384062,1779016384090,7,35,7
8,Cider,25,0,1779016383897,1779016384098,1779016384128,201,231,201
7,B52,200,0,1779016384126,1779016384135,1779016384338,9,212,9
4,Draft Beer,50,0,1779016384160,1779016384345,1779016384397,185,237,185
5,Cider,25,0,1779016384194,1779016384405,1779016384431,211,237,211
6,Margarita,75,0,1779016384140,1779016384439,1779016384519,299,379,299
7,Tequila shot,20,0,1779016384351,1779016384526,1779016384549,175,198,175
5,Draft Beer,50,0,1779016384537,1779016384556,1779016384606,19,69,19
6,White Wine,25,0,1779016384603,1779016384613,1779016384640,10,37,10
7,Draft Beer,50,0,1779016384553,1779016384648,1779016384700,95,147,95
8,White Wine,25,0,1779016384232,1779016384707,1779016384736,475,504,475
9,Cosmopolitan,65,0,1779016384214,1779016384743,1779016384809,529,595,529
6,Cosmopolitan,65,0,1779016384796,1779016384817,1779016384885,21,89,21
8,Cider,25,0,1779016384890,1779016384892,1779016384921,2,31,2
9,Pina Colada,100,0,1779016384861,1779016384929,1779016385031,68,170,68
6,Vodka shot,20,0,1779016384939,1779016385038,1779016385061,99,122,99
6,Mojito,75,0,1779016385066,1779016385069,1779016385148,3,82,3
8,White Wine,25,0,1779016385027,1779016385155,1779016385181,128,154,128
9,Gin and Tonic,40,0,1779016385153,1779016385188,1779016385231,35,78,35
8,Vodka shot,20,0,1779016385336,1779016385336,1779016385359,0,23,0
8,Margarita,75,0,1779016385363,1779016385366,1779016385445,3,82,3
9,Margarita,75,0,1779016385343,1779016385474,1779016385554,131,211,131
8,Red Wine,25,0,1779016385527,1779016385560,1779016385591,33,64,33
0,Beer,25,0,1779016403785,1779016403788,1779016403818,3,33,3
1,Draft Beer,50,0,1779016403901,1779016403901,1779016403951,0,50,0
0,B52,200,0,1779016403925,1779016403959,1779016404161,34,236,34
1,B52,200,0,1779016404054,1779016404168,1779016404373,114,319,114
0,Gin and Tonic,40,0,1779016404174,1779016404381,1779016404422,207,248,207
1,White Wine,25,0,1779016404385,1779016404430,1779016404456,45,71,45
2,Red Wine,25,0,1779016404388,1779016404463,1779016404493,75,105,75
3,Margarita,75,0,1779016404472,1779016404500,1779016404578,28,106,28
0,Beer,25,0,1779016404538,1779016404585,1779016404613,47,75,47
1,Gin and Tonic,40,0,1779016404608,1779016404620,1779016404677,12,69,12
2,Margarita,75,0,1779016404671,1779016404683,1779016404763,12,92,12
3,Cider,25,0,1779016404676,1779016404770,1779016404798,94,122,94
1,Tequila shot,20,0,1779016404793,1779016404804,1779016404828,11,35,11
1,Martini,60,0,1779016404832,1779016404835,1779016404900,3,68,3
2,Bloody Mary,70,0,1779016404844,1779016404906,1779016404982,62,138,62
3,Cider,25,0,1779016404903,1779016404989,1779016405017,86,114,86
4,Draft Beer,50,0,1779016404710,1779016405023,1779016405078,313,368,313
3,Bloody Mary,70,0,1779016405120,1779016405120,1779016405195,0,75,0
2,Beer,25,0,1779016405137,1779016405203,1779016405232,66,95,66
4,Mojito,75,0,1779016405184,1779016405239,1779016405319,55,135,55
2,Cider,25,0,1779016405338,1779016405338,1779016405368,0,30,0
3,White Wine,25,0,1779016405351,1779016405375,1779016405401,24,50,24
4,Cider,25,0,1779016405431,1779016405431,1779016405457,0,26,0
5,Margarita,75,0,1779016405450,1779016405463,1779016405540,13,90,13
2,Vodka shot,20,0,1779016405474,1779016405547,1779016405572,73,98,73
2,Mojito,75,0,1779016405577,1779016405580,1779016405659,3,82,3
3,Draft Beer,50,0,1779016405553,1779016405665,1779016405718,112,165,112
4,White Wine,25,0,1779016405563,1779016405725,1779016405751,162,188,162
5,Tequila shot,20,0,1779016405621,1779016405758,1779016405783,137,162,137
2,Red Wine,25,0,1779016405769,1779016405790,1779016405819,21,50,21
6,White Wine,25,0,1779016405644,1779016405826,1779016405856,182,212,182
4,Beer,25,0,1779016405906,1779016405906,1779016405936,0,30,0
6,Draft Beer,50,0,1779016406011,1779016406011,1779016406066,0,55,0
4,Red Wine,25,0,1779016406040,1779016406073,1779016406099,33,59,33
6,Draft Beer,50,0,1779016406172,1779016406172,1779016406224,0,52,0
4,White Wine,25,0,1779016406252,1779016406252,1779016406280,0,28,0
4,Vodka shot,20,0,1779016406435,1779016406436,1779016406459,1,24,1
7,Cider,25,0,1779016406507,1779016406507,1779016406534,0,27,0
8,Red Wine,25,0,1779016406590,1779016406590,1779016406620,0,30,0
7,Pina Colada,100,0,1779016406636,1779016406636,1779016406741,0,105,0
8,Cosmopolitan,65,0,1779016406776,1779016406776,1779016406848,0,72,0
7,Margarita,75,0,1779016406865,1779016406866,1779016406946,1,81,1
7,Tequila shot,20,0,1779016407031,1779016407031,1779016407055,0,24,0
7,Mojito,75,0,1779016407058,1779016407062,1779016407142,4,84,4
7,Gin and Tonic,40,0,1779016407257,1779016407257,1779016407300,0,43,0
9,Martini,60,0,1779016407849,1779016407849,1779016407913,0,64,0
0,Vodka shot,20,0,1779016429322,1779016429325,1779016429348,3,26,3
0,Gin and Tonic,40,0,1779016429353,1779016429371,1779016429416,18,63,18
0,Margarita,75,0,1779016429531,1779016429531,1779016429610,0,79,0
0,Cider,25,0,1779016429696,1779016429697,1779016429724,1,28,1
1,Vodka shot,20,0,1779016430472,1779016430472,1779016430496,0,24,0
2,Martini,60,0,1779016431177,1779016431177,1779016431241,0,64,0
2,Beer,25,0,1779016431356,1779016431356,1779016431386,0,30,0
3,Red Wine,25,0,1779016431420,1779016431420,1779016431451,0,31,0
2,Bloody Mary,70,0,1779016431492,1779016431492,1779016431567,0,75,0
3,Margarita,75,0,1779016431606,1779016431607,1779016431687,1,81,1
2,Pina Colada,100,0,1779016431723,1779016431723,1779016431829,0,106,0
3,Martini,60,0,1779016431773,1779016431835,1779016431901,62,128,62
4,Mojito,75,0,1779016431852,1779016431906,1779016431986,54,134,54
2,Gin and Tonic,40,0,1779016431954,1779016431994,1779016432039,40,85,40
3,Red Wine,25,0,1779016432016,1779016432046,1779016432076,30,60,30
4,Cosmopolitan,65,0,1779016432102,1779016432102,1779016432171,0,69,0
2,Martini,60,0,1779016432154,1779016432177,1779016432240,23,86,23
3,Martini,60,0,1779016432231,1779016432248,1779016432309,17,78,17
4,Vodka shot,20,0,1779016432225,1779016432316,1779016432338,91,113,91
4,Cosmopolitan,65,0,1779016432342,1779016432346,1779016432413,4,71,4
2,Martini,60,0,1779016432352,1779016432420,1779016432482,68,130,68
3,Draft Beer,50,0,1779016432423,1779016432488,1779016432542,65,119,65
4,Margarita,75,0,1779016432468,1779016432549,1779016432625,81,157,81
2,Cider,25,0,1779016432601,1779016432633,1779016432658,32,57,32
5,Tequila shot,20,0,1779016432212,1779016432664,1779016432687,452,475,452
6,Red Wine,25,0,1779016432456,1779016432694,1779016432721,238,265,238
4,Draft Beer,50,0,1779016432711,1779016432728,1779016432778,17,67,17
6,Beer,25,0,1779016432872,1779016432872,1779016432899,0,27,0
7,Gin and Tonic,40,0,1779016432920,1779016432920,1779016432965,0,45,0
6,Beer,25,0,1779016433005,1779016433005,1779016433031,0,26,0
7,B52,200,0,1779016433081,1779016433081,1779016433283,0,202,0
6,Red Wine,25,0,1779016433132,1779016433290,1779016433320,158,188,158
7,Gin and Tonic,40,0,1779016433296,1779016433327,1779016433370,31,74,31
8,Martini,60,0,1779016433425,1779016433425,1779016433489,0,64,0
6,Martini,60,0,1779016433472,1779016433496,1779016433558,24,86,24
7,Red Wine,25,0,1779016433484,1779016433565,1779016433591,81,107,81
8,Red Wine,25,0,1779016433604,1779016433604,1779016433631,0,27,0
7,B52,200,0,1779016433747,1779016433747,1779016433950,0,203,0
9,Margarita,75,0,1779016435076,1779016435076,1779016435156,0,80,0
9,B52,200,0,1779016435237,1779016435238,1779016435443,1,206,1
9,Tequila shot,20,0,1779016435456,1779016435456,1779016435480,0,24,0
9,Vodka shot,20,0,1779016435484,1779016435487,1779016435512,3,28,3
9,Vodka shot,20,0,1779016435517,1779016435520,1779016435540,3,23,3
9,Mojito,75,0,1779016435544,1779016435547,1779016435627,3,83,3
9,White Wine,25,0,1779016435742,1779016435742,1779016435772,0,30,0
0,Vodka shot,20,0,1779016459713,1779016459716,1779016459742,3,29,3
0,B52,200,0,1779016459746,1779016459764,1779016459969,18,223,18
0,Tequila shot,20,0,1779016459982,1779016459983,1779016460006,1,24,1
1,Red Wine,25,0,1779016459990,1779016460014,1779016460041,24,51,24
1,Bloody Mary,70,0,1779016460197,1779016460197,1779016460267,0,70,0
1,Red Wine,25,0,1779016460425,1779016460425,1779016460455,0,30,0
1,Pina Colada,100,0,1779016460611,1779016460611,1779016460717,0,106,0
2,B52,200,0,1779016460686,1779016460723,1779016460928,37,242,37
1,Tequila shot,20,0,1779016460842,1779016460935,1779016460958,93,116,93
2,Cosmopolitan,65,0,1779016460941,1779016460965,1779016461035,24,94,24
2,Tequila shot,20,0,1779016461091,1779016461091,1779016461114,0,23,0
2,Mojito,75,0,1779016461119,1779016461122,1779016461201,3,82,3
3,Cider,25,0,1779016462020,1779016462020,1779016462048,0,28,0
3,Vodka shot,20,0,1779016462151,1779016462151,1779016462176,0,25,0
3,Bloody Mary,70,0,1779016462180,1779016462182,1779016462256,2,76,2
4,Draft Beer,50,0,1779016462248,1779016462263,1779016462318,15,70,15
5,Gin and Tonic,40,0,1779016462389,1779016462389,1779016462431,0,42,0
3,Cider,25,0,1779016462409,1779016462438,1779016462467,29,58,29
4,Mojito,75,0,1779016462422,1779016462474,1779016462552,52,130,52
5,Draft Beer,50,0,1779016462547,1779016462559,1779016462614,12,67,12
3,B52,200,0,1779016462572,1779016462621,1779016462827,49,255,49
4,Cider,25,0,1779016462667,1779016462835,1779016462864,168,197,168
5,Vodka shot,20,0,1779016462717,1779016462872,1779016462897,155,180,155
5,Martini,60,0,1779016462901,1779016462905,1779016462966,4,65,4
4,Cosmopolitan,65,0,1779016462969,1779016462974,1779016463043,5,74,5
6,Cosmopolitan,65,0,1779016462490,1779016463051,1779016463121,561,631,561
4,Gin and Tonic,40,0,1779016463096,1779016463129,1779016463174,33,78,33
5,Bloody Mary,70,0,1779016463078,1779016463182,1779016463255,104,177,104
6,Cider,25,0,1779016463176,1779016463264,1779016463292,88,116,88
4,Cider,25,0,1779016463289,1779016463300,1779016463327,11,38,11
7,B52,200,0,1779016462928,1779016463334,1779016463537,406,609,406
4,Red Wine,25,0,1779016463431,1779016463544,1779016463572,113,141,113
7,Gin and Tonic,40,0,1779016463550,1779016463578,1779016463623,28,73,28
8,Margarita,75,0,1779016463124,1779016463631,1779016463711,507,587,507
7,Tequila shot,20,0,1779016463737,1779016463737,1779016463762,0,25,0
7,Beer,25,0,1779016463766,1779016463769,1779016463799,3,33,3
8,Pina Colada,100,0,1779016463797,1779016463806,1779016463908,9,111,9
7,Gin and Tonic,40,0,1779016463904,1779016463915,1779016463960,11,56,11
8,Gin and Tonic,40,0,1779016464032,1779016464032,1779016464073,0,41,0
7,B52,200,0,1779016464075,1779016464080,1779016464283,5,208,5
9,White Wine,25,0,1779016464844,1779016464845,1779016464875,1,31,1
9,White Wine,25,0,1779016465028,1779016465028,1779016465056,0,28,0
9,Cider,25,0,1779016465212,1779016465212,1779016465239,0,27,0
9,Mojito,75,0,1779016465340,1779016465340,1779016465419,0,79,0
9,Pina Colada,100,0,1779016465534,1779016465535,1779016465640,1,106,1
9,Bloody Mary,70,0,1779016465766,1779016465766,1779016465841,0,75,0
9,Draft Beer,50,0,1779016465996,1779016465996,1779016466052,0,56,0
0,Red Wine,25,0,1779016488232,1779016488235,1779016488265,3,33,3
0,Vodka shot,20,0,1779016488421,1779016488421,1779016488443,0,22,0
0,Bloody Mary,70,0,1779016488447,1779016488450,1779016488525,3,78,3
1,Vodka shot,20,0,1779016488498,1779016488533,1779016488557,35,59,35
2,Mojito,75,0,1779016488785,1779016488785,1779016488865,0,80,0
2,Martini,60,0,1779016488976,1779016488976,1779016489041,0,65,0
2,Gin and Tonic,40,0,1779016489156,1779016489156,1779016489201,0,45,0
2,Margarita,75,0,1779016489322,1779016489322,1779016489402,0,80,0
2,Martini,60,0,1779016489487,1779016489487,1779016489551,0,64,0
2,Tequila shot,20,0,1779016489667,1779016489667,1779016489691,0,24,0
2,Cosmopolitan,65,0,1779016489696,1779016489700,1779016489768,4,72,4
3,White Wine,25,0,1779016489733,1779016489776,1779016489806,43,73,43
4,Beer,25,0,1779016489820,1779016489820,1779016489848,0,28,0
2,Beer,25,0,1779016489822,1779016489856,1779016489885,34,63,34
5,Pina Colada,100,0,1779016489854,1779016489893,1779016489997,39,143,39
3,Cider,25,0,1779016489960,1779016490004,1779016490031,44,71,44
6,Mojito,75,0,1779016489992,1779016490038,1779016490115,46,123,46
5,Red Wine,25,0,1779016490121,1779016490123,1779016490153,2,32,2
3,Cider,25,0,1779016490132,1779016490160,1779016490190,28,58,28
6,Tequila shot,20,0,1779016490231,1779016490231,1779016490255,0,24,0
6,Cider,25,0,1779016490259,1779016490262,1779016490291,3,32,3
3,Vodka shot,20,0,1779016490292,1779016490298,1779016490323,6,31,6
3,Bloody Mary,70,0,1779016490327,1779016490330,1779016490405,3,78,3
6,B52,200,0,1779016490397,1779016490412,1779016490617,15,220,15
3,Mojito,75,0,1779016490560,1779016490625,1779016490701,65,141,65
7,Martini,60,0,1779016490295,1779016490708,1779016490774,413,479,413
3,Bloody Mary,70,0,1779016490818,1779016490818,1779016490891,0,73,0
7,Tequila shot,20,0,1779016490890,1779016490899,1779016490921,9,31,9
7,Cosmopolitan,65,0,1779016490925,1779016490928,1779016490998,3,73,3
3,B52,200,0,1779016491047,1779016491047,1779016491252,0,205,0
7,Beer,25,0,1779016491054,1779016491260,1779016491289,206,235,206
8,Vodka shot,20,0,1779016491326,1779016491326,1779016491351,0,25,0
8,Vodka shot,20,0,1779016491355,1779016491359,1779016491384,4,29,4
8,Martini,60,0,1779016491388,1779016491391,1779016491456,3,68,3
7,Pina Colada,100,0,1779016491395,1779016491464,1779016491566,69,171,69
8,Pina Colada,100,0,1779016491572,1779016491572,1779016491677,0,105,0
9,B52,200,0,1779016491613,1779016491684,1779016491885,71,272,71
7,Vodka shot,20,0,1779016491690,1779016491892,1779016491918,202,228,202
8,Pina Colada,100,0,1779016491802,1779016491924,1779016492027,122,225,122
9,Mojito,75,0,1779016491898,1779016492034,1779016492114,136,216,136
9,Beer,25,0,1779016492229,1779016492229,1779016492255,0,26,0
9,Gin and Tonic,40,0,1779016492361,1779016492361,1779016492401,0,40,0
9,Pina Colada,100,0,1779016492517,1779016492518,1779016492622,1,105,1
0,Red Wine,25,0,1779016514557,1779016514558,1779016514587,1,30,1
0,Vodka shot,20,0,1779016514742,1779016514742,1779016514767,0,25,0
0,Pina Colada,100,0,1779016514771,1779016514774,1779016514879,3,108,3
1,Bloody Mary,70,0,1779016514780,1779016514885,1779016514960,105,180,105
1,B52,200,0,1779016515116,1779016515116,1779016515321,0,205,0
1,Mojito,75,0,1779016515334,1779016515334,1779016515412,0,78,0
1,Martini,60,0,1779016515527,1779016515528,1779016515590,1,63,1
2,Gin and Tonic,40,0,1779016515529,1779016515598,1779016515639,69,110,69
1,Pina Colada,100,0,1779016515703,1779016515703,1779016515808,0,105,0
3,Pina Colada,100,0,1779016515816,1779016515816,1779016515921,0,105,0
1,Margarita,75,0,1779016515934,1779016515934,1779016516014,0,80,0
4,Vodka shot,20,0,1779016515971,1779016516021,1779016516047,50,76,50
3,Vodka shot,20,0,1779016516047,1779016516054,1779016516077,7,30,7
3,White Wine,25,0,1779016516081,1779016516084,1779016516113,3,32,3
4,Pina Colada,100,0,1779016516051,1779016516119,1779016516223,68,172,68
5,Martini,60,0,1779016516156,1779016516230,1779016516295,74,139,74
3,Martini,60,0,1779016516266,1779016516302,1779016516366,36,100,36
4,B52,200,0,1779016516347,1779016516374,1779016516579,27,232,27
5,Cosmopolitan,65,0,1779016516410,1779016516586,1779016516651,176,241,176
4,Vodka shot,20,0,1779016516592,1779016516659,1779016516680,67,88,67
6,Margarita,75,0,1779016516197,1779016516688,1779016516766,491,569,491
5,Vodka shot,20,0,1779016516707,1779016516774,1779016516797,67,90,67
5,Margarita,75,0,1779016516801,1779016516805,1779016516881,4,80,4
6,Draft Beer,50,0,1779016516851,1779016516889,1779016516944,38,93,38
7,Margarita,75,0,1779016516943,1779016516952,1779016517031,9,88,9
5,Cosmopolitan,65,0,1779016516965,1779016517038,1779016517108,73,143,73
